airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price
Air India,2019-05-12,Banglore,Delhi,06:10:00,08:55:00,0.0,No Info,5228
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,2.0,No Info,9483
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,12:35:00,2.0,No Info,16274
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,1.0,No Info,16079
Air India,2019-03-09,Banglore,New Delhi,17:00:00,19:50:00,0.0,No Info,9481
Jet Airways,2019-06-12,Delhi,Cochin,09:00:00,12:35:00,1.0,In-flight meal not included,10262
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,0.0,In-flight meal not included,5769
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,08:15:00,1.0,No Info,14781
Multiple Carriers,2019-06-03,Delhi,Cochin,03:50:00,19:00:00,1.0,No Info,12192
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,20:45:00,1.0,No Info,14571
Indigo,2019-03-06,Delhi,Cochin,17:10:00,01:35:00,1.0,No Info,14871
Jet Airways,2019-06-24,Delhi,Cochin,15:00:00,12:35:00,1.0,In-flight meal not included,10262
Air India,2019-05-27,Delhi,Cochin,12:55:00,19:15:00,2.0,No Info,12436
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,09:20:00,1.0,In-flight meal not included,9663
Indigo,2019-06-01,Banglore,Delhi,16:55:00,19:45:00,0.0,No Info,4823
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,21:00:00,1.0,No Info,15147
Goair,2019-04-01,Delhi,Cochin,07:25:00,13:35:00,1.0,No Info,4563
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,1.0,No Info,11789
Air India,2019-06-12,Delhi,Cochin,05:10:00,08:00:00,0.0,No Info,5201
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00:00,1.0,No Info,5022
Jet Airways,2019-03-09,Banglore,New Delhi,08:00:00,10:25:00,1.0,In-flight meal not included,11087
Indigo,2019-06-27,Delhi,Cochin,16:00:00,21:00:00,1.0,No Info,6069
Indigo,2019-04-18,Banglore,Delhi,21:15:00,00:15:00,0.0,No Info,4591
Air India,2019-03-03,Banglore,New Delhi,08:50:00,11:10:00,2.0,No Info,12599
Air India,2019-06-09,Delhi,Cochin,20:00:00,07:40:00,1.0,No Info,8372
Air India,2019-06-24,Delhi,Cochin,13:00:00,19:15:00,1.0,No Info,8372
Air Asia,2019-04-18,Kolkata,Banglore,10:20:00,12:55:00,0.0,No Info,4409
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,22:25:00,0.0,No Info,5989
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,0.0,No Info,4049
Indigo,2019-05-01,Mumbai,Hyderabad,20:05:00,21:40:00,0.0,No Info,2227
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,1.0,No Info,3480
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,19:45:00,1.0,No Info,17549
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1.0,In-flight meal not included,8586
Indigo,2019-04-01,Mumbai,Hyderabad,02:35:00,04:05:00,0.0,No Info,2754
Air India,2019-03-21,Delhi,Cochin,07:00:00,19:15:00,1.0,No Info,7934
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,04:25:00,1.0,In-flight meal not included,12373
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,0.0,In-flight meal not included,6144
Indigo,2019-03-18,Mumbai,Hyderabad,09:10:00,10:40:00,0.0,No Info,4049
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,09:20:00,1.0,In-flight meal not included,10844
Multiple Carriers,2019-05-09,Delhi,Cochin,17:30:00,01:30:00,1.0,No Info,15078
Air India,2019-03-24,Kolkata,Banglore,14:35:00,14:35:00,1.0,No Info,6241
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,20:45:00,1.0,In-flight meal not included,10844
Spicejet,2019-06-15,Kolkata,Banglore,17:10:00,19:40:00,0.0,No Info,3873
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,23:35:00,1.0,No Info,14151
Indigo,2019-06-06,Chennai,Kolkata,05:15:00,07:40:00,0.0,No Info,3540
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,19:00:00,2.0,In-flight meal not included,10368
Spicejet,2019-06-27,Banglore,Delhi,09:30:00,12:20:00,0.0,No check-in baggage included,3573
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,1.0,In-flight meal not included,9134
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,1.0,No Info,14151
Air India,2019-05-21,Kolkata,Banglore,10:00:00,01:20:00,2.0,No Info,13033
Jet Airways,2019-06-21,Banglore,Delhi,15:15:00,18:10:00,0.0,In-flight meal not included,7229
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,23:35:00,1.0,In-flight meal not included,10844
Indigo,2019-03-15,Kolkata,Banglore,05:30:00,08:20:00,0.0,No Info,4148
Indigo,2019-03-21,Delhi,Cochin,04:45:00,13:20:00,1.0,No Info,7738
